Show,Sentiment,Review
The Nevers,0,"The world still feels under construction and confused about what its purpose is, something that feels indicative of the lack of a consistent architect throughout."
How I Met Your Mother,0,The ultimate takeaway from the final season is that series creators Carter Bays and Craig Thomas were at once too good and not good enough to tell the story they ultimately wanted to tell.
WeCrashed,0,"Its strong start meanders to [a] repetitive, inevitable end."
Turner & Hooch,0,"Turner & Hooch could deliver a solid family dramedy or a mindless action-comedy; by trying to be both, the show ends up neither."
The Pentaverate,0,"There are rare parts of The Pentaverate that demonstrate how Mike Myers' brand of humor can still feel fun and fresh here in 2022, but too much of it proves the opposite."
WeCrashed,0,"WeCrashed establishes that shameless hustlers worth billions, even when played by Academy Award winning movie stars, are not necessarily interesting people."
Inventing Anna,0,"Inventing Anna transforms a juicy real-life drama about a con artist among the influencer crowd into a fairly inert limited series, in part by giving almost equal weight to the reporter who broke the story."
The Mosquito Coast,0,"A lot of bleeding-heart sentiments are expressed in a show where a white family traverse the hostile, corpse-ridden landscape from the US to Mexico like tourists in other people's suffering."
Black Mirror,0,The fifth season of Black Mirror isn't necessary bad -- each episode has a glimmer of something exciting -- but unfortunately that didn't quite go far enough.
Inventing Anna,0,"Delvey’s story is riveting. The series, sadly, is not."
Love Life,0,"No matter how much you can appreciate the character's journey, it's not easy for any actor to carry this type of story, but Harper would make you believe otherwise. Here's hoping he gets even better material moving forward."
Sex/Life,0,"Explicitness abounds. However, the friction that Sex/Life chases more often turns into a rub. As it turns out, both good sex and a good life can bloom when fed full-throated fantasy. But for Sex/Life, its soapy sexuality washes away its potential potency."
The Undoing,0,"The Undoing is gratingly off-key. It invites us to sympathise with poor, rich Grace as her bubble of privilege bursts. Not right now, thanks."
Bel-Air,0,A confusing series that's too tied to its sitcom roots to pass for a drama to take seriously. It's unclear with its intentions and doesn't justify its existence other than to underline a new era of streaming that's starved for content.
Foundation,0,"The dense, at-times muddled narrative offers little to warrant the enthusiasm to justify that, leaving behind an impenetrable show that looks like several million bucks but feels as if it lacks the tools to save itself, much less all mankind."
Little Fires Everywhere,0,"Hulu trotted out Little Fires Everywhere, an eight-part limited series that attempts to capture the sprawling nature of the source material, but ultimately fails."
The Crown,0,"Sadly, what we get here from the Peter Morgan-created series is substantially tweaked timelines and substandard soap that is far less ""character"" and more live-action spitting image caricature."
Limitless,0,"With this new series, CBS seems to have squandered the potential of a weird, compelling premise by cramming it into an average procedural crime-show mold."
Rise,0,"The problem is, even with its many storylines, Rise's attempt at making the viewer a part of this small town's community, it is just too prescribed."
How I Met Your Mother,0,"""Last Forever"" brought up the idea of true love versus soul mates, and a bit about fate, but if I wanted to watch a series about how your soulmate might not be the love of your life, I'd have watched Dawson's Creek, a series which did it much better."
The Afterparty,0,"If you're a fan of Haddish or anyone else involved, I'd recommend you look for your yuks elsewhere. Billed as a genre-defying murder mystery, the only thing this tone-deaf pastiche-fest defies is a reason to be seen."
The Pentaverate,0,"We don’t expect The Pentaverate to get much funnier as the season goes along. And the longer we watch, we think the more painfully unfunny most of the gags are going to get."
House of Cards,0,"With or without Kevin Spacey, it's possible that House of Cards had simply run its course. It's just a shame that it couldn't make one final sprint toward the finish line."
The Nevers,0,To paraphrase Coco Chanel: This is a TV show that should look in the mirror and take off one plot point before exiting the house.
Night Sky,0,More of an exercise in frustration than anything else.
The Me You Can't See,0,"There is no doubt that every contributor's motives here were pure. But standing outside and looking at the programme as an artefact and an influence on debate, one might ask whether sharing stories always means giving back"
Nine Perfect Strangers,0,"Because the cast is so strong, they bring some poignancy to these roles... These are all intriguing personalities. Yet Kelley and his writing and directing team can't find a definitive lens to frame what the story is meant to convey about them."
Severance,0,Ben Stiller's horror series Severance asks interesting questions but gets lost in giving the answers.
God's Favorite Idiot,0,"The series has a lot more high concept ambition and creativity than the husband-and-wife team’s previous collaborations like Tammy, but most of the laughs come from straightforward sitcom scenes of bickering co-workers."
